web-scraper-order,web-scraper-start-url,athlete,athlete-href,opponent1,winLoss,method,competition,weight,stage,year,name,opponent2
"1592276107-6425","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Eduardo Vieira","W","Choke from back","Ecuador Pro","77KG","SF","2017","Francisco Iturralde","Choke from back"
"1592275973-6116","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jose Carlos","https://www.bjjheroes.com/?p=6801","Robson Soares","W","Pts: 8x2","Grand Slam RJ","56KG","SF","2017","José Carlos Lima","null"
"1592275700-5545","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Unknown","W","Submission","ADCC US Trials","77KG","R1","2009","Enrico Cocco","null"
"1592275774-5792","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Andre Cantanhede","W","Pts: 2x0","WP BR Qualifier","77KG","4F","2019","Tiago Bravo","null"
"1592276084-6282","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Ygor Rodrigues","W","Pts: 6x6, Pen","Copa Podio","76KG","SPF","2018","Jhonny Loureiro","Ygor Rodrigues"
"1592276293-7199","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Paulo Carvalho","W","Toe hold","Rio Winter Open","88KG","4F","2016","Ruan de Oliveira","Toe hold"
"1592276245-6878","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Unknown","W","Guillotine","ADCC US Trials","77KG","4F","2015","Jonathan Satava","null"
"1592276175-6697","https://www.bjjheroes.com/a-z-bjj-fighters-list","Darson","https://www.bjjheroes.com/?p=6493","Christopher Kriebel","L","Armbar","Montreal Open","64KG","F","2016","Darson Hemmings","Armbar"
"1592276097-6358","https://www.bjjheroes.com/a-z-bjj-fighters-list","Dany","https://www.bjjheroes.com/?p=6592","Victor Hugo","L","Clock choke","Las Vegas Open","O100KG","F","2019","Dany Gerard","Victor Hugo"
"1592275605-5411","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Jake Watson","L","Straight ankle lock","Austin SMO","88KG","SF","2019","Vinicius Garcia","Jake Watson"
"1592275984-6176","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Tobias G","W","N/A","ADCC","99KG","R1","2015","Cassio Francis","null"
"1592276139-6612","https://www.bjjheroes.com/a-z-bjj-fighters-list","Marcel","https://www.bjjheroes.com/?p=6503","Osvaldo Moizinho","W","Armbar","AZ Open","ABS","SF","2010","Marcel Fortuna","Osvaldo Moizinho"
"1592275947-5977","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Carlos Eduardo","W","Triangle armbar","Rio Open","94KG","4F","2019","Fernando Reis","null"
"1592275711-5626","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jan","https://www.bjjheroes.com/?p=7256","Andris Brunovskis","L","Bow and arrow","Pan American","76KG","R1","2017","Jan Buatim","Andris Brunovskis"
"1592275700-5592","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Dustin Akbari","W","Pts: 10x0","No Gi Pan Am.","79KG","R1","2018","Enrico Cocco","null"
"1592275947-5917","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Unknown","W","Ezekiel","Gramado Open","ABS","4F","2016","Fernando Reis","Ezekiel"
"1592276203-6716","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Steven Patterson","W","Pts: 8x2","Chicago Sp. Open","82KG","F","2017","Yan “Pica-Pau” Lucas","null"
"1592275874-5868","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Kyungsub Lee","W","Pts: 9x0","Spyder Invitational","76KG","SF","2017","Jamil Hill-Taylor","null"
"1592276126-6525","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Keenan Cornelius","W","Inside heel hook","Grappling Ind.","ABS","SPF","2016","Gordon Ryan","Keenan Cornelius"
"1592276265-7061","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Renato Canuto","L","Wristlock","American Nats","76KG","4F","2017","Kevin Mahecha","Renato Canuto"
"1592275724-5662","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Marcelo Yoshi","W","Pts: 21x0","JJ Olimpico GP","76KG","4F","2016","Breno Bittencourt","null"
"1592275965-6032","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Unknown","W","Pts: 3x0","Vitoria Open","ABS","4F","2017","Max Gimenis","null"
"1592276084-6267","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Gabriel Arges","L","Pts: 4x2","Manaus Nat. Pro","ABS","F","2017","Jhonny Loureiro","Gabriel Arges"
"1592276245-6900","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Felipe Cesar","W","Pts: 6x4","NoGi Worlds","79KG","4F","2015","Jonathan Satava","Felipe Cesar"
"1592276281-7134","https://www.bjjheroes.com/a-z-bjj-fighters-list","Brian","https://www.bjjheroes.com/?p=6366","Bruno Carvalho","W","Submission","Grand Slam LA","69KG","4F","2017","Brian Mahecha","null"
"1592275874-5854","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","Osvaldo Moizinho","L","DQ","Pan American","70KG","SF","2017","Jamil Hill-Taylor","Osvaldo Moizinho"
"1592275629-5452","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kristian","https://www.bjjheroes.com/?p=7476","Joshua Peters","W","Armbar","F2W Pro 40","57KG","SPF","2017","Kristian Woodmansee","Armbar"
"1592275947-5985","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Otavio Nalati","W","Pts: 0x0, Adv","BH Winter Open","ABS","F","2019","Fernando Reis","null"
"1592275965-6022","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Marcos Junior","W","N/A","Petropolis Pro","94KG","F","2016","Max Gimenis","null"
"1592275774-5725","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Samir Chantre","W","Referee Decision","World Pro.","64KG","SF","2014","Tiago Bravo","Samir Chantre"
"1592275774-5763","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Talison Soares","W","Pts: 4x2","World Pro","69KG","SF","2017","Tiago Bravo","null"
"1592275965-6057","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Mahamed Aly","W","Points","NY BJJ Pro","O94KG","F","2018","Max Gimenis","Mahamed Aly"
"1592276293-7223","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Yago Souza","L","Points","Brasileiro","82KG","4F","2018","Ruan de Oliveira","Yago Souza"
"1592276265-7039","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Matias Simonelli","W","Armbar","Miami Spring Open","76KG","F","2016","Kevin Mahecha","Armbar"
"1592275874-5849","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","W","W","0","1
1



1","0","Pans","RR","Jamil Hill-Taylor","Isaac Doederlein"
"1592275947-5950","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Igor Schneider","L","Points","Brasileiro","100KG","SF","2018","Fernando Reis","Igor Schneider"
"1592276107-6451","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Dom Hoskins","W","Triangle","KO Finishers","76KG","4F","2018","Francisco Iturralde","Triangle"
"1592276203-6795","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Natan Chueng","L","Pts: 0x0, Adv","Grand Slam RJ","77KG","F","2019","Yan “Pica-Pau” Lucas","Natan Chueng"
"1592275724-5715","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Ronaldo Junior","L","Injury","Long Beach Open","82KG","F","2019","Breno Bittencourt","Ronaldo Junior"
"1592276245-6903","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Q. Rosenzweig","W","Pts: 8x0","US National Pro","ABS","SF","2016","Jonathan Satava","null"
"1592275700-5548","https://www.bjjheroes.com/a-z-bjj-fighters-list","Enrico","https://www.bjjheroes.com/?p=7247","Jacob Volkmann","W","Toe hold","ADCC US Trials","77KG","F","2009","Enrico Cocco","Toe hold"
"1592275965-6033","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Admilson Gobi","L","Toe hold","Vitoria Open","ABS","SF","2017","Max Gimenis","Admilson Gobi"
"1592276203-6732","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Vitor	Toledo","W","Pts: 6x2","Las Vegas Open","ABS","SF","2017","Yan “Pica-Pau” Lucas","null"
"1592275965-6069","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Marcus Geddes","W","RNC","NoGi Worlds","O97KG","R1","2018","Max Gimenis","RNC"
"1592276265-7012","https://www.bjjheroes.com/a-z-bjj-fighters-list","Kevin","https://www.bjjheroes.com/?p=6368","Diego Bispo","W","Toe Hold","Boston Spring Open","76KG","SF","2015","Kevin Mahecha","Diego Bispo"
"1592275724-5688","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Alexandre Molinaro","L","Points","Miami Fall Open","76KG","SF","2017","Breno Bittencourt","Alexandre Molinaro"
"1592275874-5842","https://www.bjjheroes.com/a-z-bjj-fighters-list","Shane","https://www.bjjheroes.com/?p=7002","W","W","1



1","1
1



1","0","World","RR","Jamil Hill-Taylor","Thiago Macedo"
"1592276144-6633","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Damien Nitkin","W","Carney lock","NAGA Las Vegas","85KG","4F","2014","Richie Martinez","null"
"1592275984-6184","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Luiz Silva","W","Choke from back","Grand Slam RJ","ABS","R2","2015","Cassio Francis","Choke from back"
"1592276281-7114","https://www.bjjheroes.com/a-z-bjj-fighters-list","Brian","https://www.bjjheroes.com/?p=6366","Spencer Guilliam","W","Points","Houston Nat. Pro","77KG","SF","2015","Brian Mahecha","null"
"1592276144-6652","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Jimmy Friedrich","W","EBI/OT","EBI 6","ABS","R1","2016","Richie Martinez","null"
"1592275965-6066","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Cassey Hellenberg","W","Referee Decision","WSOG 2","O81KG","8F","2018","Max Gimenis","null"
"1592276311-7263","https://www.bjjheroes.com/a-z-bjj-fighters-list","Evandro","https://www.bjjheroes.com/?p=6324","Jimmy Friedrich","D","---","Metamoris 6","ABS","SPF","2015","Evandro Nunes","null"
"1592275984-6161","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Petrônio Batista","W","Wristlock","Leao Dourado Cup","ABS","SF","2013","Cassio Francis","null"
"1592276084-6299","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Bruno Bressan","W","Points","Sul Brasileiro","82KG","F","2020","Jhonny Loureiro","null"
"1592276144-6680","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Enrico Cocco","L","Inside heel hook","JitzKing","84KG","SPF","2020","Richie Martinez","Enrico Cocco"
"1592276311-7277","https://www.bjjheroes.com/a-z-bjj-fighters-list","Evandro","https://www.bjjheroes.com/?p=6324","Unknown","W","Armbar","Gracie Nat. NoGi","ABS","4F","2015","Evandro Nunes","Armbar"
"1592275711-5628","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jan","https://www.bjjheroes.com/?p=7256","Thiago Abreu","W","Referee Decision","Floripa Fall Open","76KG","4F","2017","Jan Buatim","Thiago Abreu"
"1592275774-5761","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Ross Nicholls","L","Pts: 0x0, Adv","Grand Slam LDN","77KG","3RD","2017","Tiago Bravo","Ross Nicholls"
"1592276245-6885","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Kyle Sandford","W","Kneebar","Sub Series Pro","82KG","SPF","2015","Jonathan Satava","null"
"1592275984-6200","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Dimitrius Souza","W","Pts: 2x2, Adv","World Champ.","94KG","4F","2016","Cassio Francis","Dimitrius Souza"
"1592275724-5680","https://www.bjjheroes.com/a-z-bjj-fighters-list","Breno","https://www.bjjheroes.com/?p=7143","Dustin Akbari","L","Points","San Jose NGO","79KG","F","2017","Breno Bittencourt","null"
"1592276203-6772","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Marlus Salgado","W","Pts: 0x0, Adv","Grand Slam RJ","77KG","4F","2018","Yan “Pica-Pau” Lucas","null"
"1592276139-6616","https://www.bjjheroes.com/a-z-bjj-fighters-list","Marcel","https://www.bjjheroes.com/?p=6503","Rodrigo Cavaca","W","Pts: 0x0, Adv","Pan American","100KG","SF","2010","Marcel Fortuna","Rodrigo Cavaca"
"1592275965-6062","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Kaynan Duarte","W","Referee Decision","No Gi Pan Am.","O97KG","SF","2018","Max Gimenis","Kaynan Duarte"
"1592276225-6821","https://www.bjjheroes.com/a-z-bjj-fighters-list","Alec","https://www.bjjheroes.com/?p=6351","Jaime Canuto","L","Armbar","Pan American","82KG","8F","2016","Alec Baulding","Jaime Canuto"
"1592276306-7258","https://www.bjjheroes.com/a-z-bjj-fighters-list","Marcel","https://www.bjjheroes.com/?p=6419","","","","","","","","Marcel Gonçalves",""
"1592276126-6519","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Nathan Orchard","W","Reverse triangle","PTL Sunday Open","ABS","SPF","2016","Gordon Ryan","null"
"1592276293-7203","https://www.bjjheroes.com/a-z-bjj-fighters-list","Ruan","https://www.bjjheroes.com/?p=6375","Fabio Caloi","L","Points","Brasileiro NoGi","ABS","4F","2016","Ruan de Oliveira","Fabio Caloi"
"1592275947-5934","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Julio Guerra","W","Pts: 18x0","World Champ.","100KG","8F","2017","Fernando Reis","null"
"1592276203-6739","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Jaime Canuto","L","Triangle","American Nats","82KG","F","2017","Yan “Pica-Pau” Lucas","Jaime Canuto"
"1592276245-6912","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jonathan","https://www.bjjheroes.com/?p=6354","Felipe Cesar","L","Points","NY Summer Open","82KG","SF","2016","Jonathan Satava","Felipe Cesar"
"1592276107-6390","https://www.bjjheroes.com/a-z-bjj-fighters-list","Francisco","https://www.bjjheroes.com/?p=6563","Felipe Cesar","L","Pts: 4x2","Pan American","82KG","R1","2015","Francisco Iturralde","Felipe Cesar"
"1592275802-5827","https://www.bjjheroes.com/a-z-bjj-fighters-list","Muslim","https://www.bjjheroes.com/?p=7111","Martin Gobel","W","N/A","Budapest Open","O100KG","SF","2019","Muslim Patsarigov","null"
"1592276203-6715","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Vinicius Canabarro","W","Pts: 14x0","Chicago Sp. Open","82KG","SF","2017","Yan “Pica-Pau” Lucas","null"
"1592275711-5632","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jan","https://www.bjjheroes.com/?p=7256","Fabio Caloi","L","Estima lock","Brasileiro","76KG","8F","2017","Jan Buatim","Fabio Caloi"
"1592275605-5401","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Ricardo Sampaio","W","N/A","Nashville Fall Open","ABS","SF","2018","Vinicius Garcia","null"
"1592276144-6670","https://www.bjjheroes.com/a-z-bjj-fighters-list","Richard","https://www.bjjheroes.com/?p=6531","Joao Assis","D","---","Quintet II","ABS","N/A","2018","Richie Martinez","Joao Assis"
"1592276126-6530","https://www.bjjheroes.com/a-z-bjj-fighters-list","Gordon","https://www.bjjheroes.com/?p=6550","Todd Mueckemheim","W","Kimura","Sapateiro Inv.","ABS","SPF","2016","Gordon Ryan","Kimura"
"1592275984-6197","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Igor Marques","W","N/A","Brasileiro","94KG","4F","2016","Cassio Francis","null"
"1592275984-6175","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Jackson Sousa","L","Pts: 2x2, Adv","World Champ.","94KG","4F","2015","Cassio Francis","Jackson Sousa"
"1592276084-6233","https://www.bjjheroes.com/a-z-bjj-fighters-list","Jhonny","https://www.bjjheroes.com/?p=6596","Caio Sousa","W","Choke from back","Floripa Open","82KG","SF","2015","Jhonny Loureiro","Choke from back"
"1592276203-6753","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Igor Tavares","W","Arm in Ezekiel","Brasileiro","76KG","R1","2018","Yan “Pica-Pau” Lucas","Arm in Ezekiel"
"1592275965-6081","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","Marcus Almeida","L","Brabo choke","World Champ.","O100KG","SF","2019","Max Gimenis","Marcus Almeida"
"1592276281-7148","https://www.bjjheroes.com/a-z-bjj-fighters-list","Brian","https://www.bjjheroes.com/?p=6366","Deandre Corbe","L","Pts: 0x0, Adv","Nashville Open","70KG","SF","2018","Brian Mahecha","Deandre Corbe"
"1592275984-6209","https://www.bjjheroes.com/a-z-bjj-fighters-list","Cassio","https://www.bjjheroes.com/?p=6792","Romes Ramos","W","Points","BH Summer Open","100KG","SF","2017","Cassio Francis","null"
"1592275947-5937","https://www.bjjheroes.com/a-z-bjj-fighters-list","Fernando Andrade","https://www.bjjheroes.com/?p=6825","Sandro Vieira","W","Adv","Rio Winter Open","100KG","SF","2017","Fernando Reis","null"
"1592276203-6767","https://www.bjjheroes.com/a-z-bjj-fighters-list","Yan","https://www.bjjheroes.com/?p=6432","Chaise Olimpio","L","Points","Manaus Open","82KG","F","2018","Yan “Pica-Pau” Lucas","null"
"1592275965-6056","https://www.bjjheroes.com/a-z-bjj-fighters-list","Max","https://www.bjjheroes.com/?p=6805","James Puopolo","W","Points","NY BJJ Pro","O94KG","SF","2018","Max Gimenis","James Puopolo"
"1592275605-5376","https://www.bjjheroes.com/a-z-bjj-fighters-list","Vinicius","https://www.bjjheroes.com/?p=7636","Jaime Canuto","L","Armbar","Sao Paulo Open","82KG","F","2016","Vinicius Garcia","Jaime Canuto"
"1592275774-5748","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Lucas Galbusera","W","Bow and arrow","Grand Slam RJ","69KG","R2","2016","Tiago Bravo","Bow and arrow"
"1592275774-5757","https://www.bjjheroes.com/a-z-bjj-fighters-list","Tiago","https://www.bjjheroes.com/?p=7156","Isaque Paiva","L","Choke from back","Grand Slam AD","69KG","F","2017","Tiago Bravo","Isaque Paiva"
